Channel,Restricted word or phrase,Category,Suggested handling,False-positive risk,Match type,Why it is included,Channel note,Status
TikTok,instagram support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,facebook support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,tiktok support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,account warning,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,account violation,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,confirm your account,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,verify your identity,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,verify your page,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,appeal here,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,copyright appeal,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,login code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,security code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,authentication code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,porn,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,porno,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,nudes,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,nude pics,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,send nudes,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,sex tape,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,xxx,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,nsfw,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,escort,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,hookup,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,sugar daddy,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,sugar baby,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,onlyfans,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,only fans,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,kill yourself,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,kys,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,I know where you live,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,dox,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,doxx,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,expose you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,ruin you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,idiot,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,moron,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,stupid,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,dumb,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,loser,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,pathetic,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,worthless,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,clown,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,trash,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,garbage,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,shut up,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,go away,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,hate you,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,fraud,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,scammer,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,scam artist,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,liar,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,fake,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,incompetent,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.","Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,brand ambassador,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,ambassador opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,collaboration offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,collab opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,promo offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,paid promotion,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,shoutout,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,hire me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,use my services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,my agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,our agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,my business,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,our services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,book with me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,contact me instead,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,cheaper service,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,better price,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,website design,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,seo services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,social media services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,marketing services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,lead generation,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,guest post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,backlinks,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,sponsored post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,promote it on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,promote this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,feature this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,home address,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,your address is,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,your phone number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,personal number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,social security,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,ssn,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,bank account,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,routing number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,credit card number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,private email,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,password,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
YouTube,dm me,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,dm us,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,message me,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,message us,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,check your dm,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,check your inbox,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,check my profile,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,visit my profile,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,click my bio,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,link in bio,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,follow for follow,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,follow4follow,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,f4f,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,like for like,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,l4l,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,free followers,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,buy followers,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,gain followers,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,get verified,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,verification service,Spam & engagement bait,Hold/hide for review,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,crypto,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,bitcoin,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,forex,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,investment opportunity,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,guaranteed returns,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,passive income,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,easy money,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,make money fast,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,cash app,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,cashapp,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,venmo me,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,wire transfer,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,gift card,Financial scams,Hold/hide for review,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,account recovery,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,recover your account,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,account suspended,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,copyright violation,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,official support,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,customer support agent,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,verification team,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,meta support,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,instagram support,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,facebook support,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,tiktok support,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,account warning,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,account violation,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,confirm your account,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,verify your identity,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,verify your page,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,appeal here,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,copyright appeal,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,login code,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,security code,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,authentication code,Account & impersonation scams,Hold/hide for review,Low,Phrase/substring,Common account-takeover or fake-support language.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,porn,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,porno,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,nudes,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,nude pics,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,send nudes,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,sex tape,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,xxx,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,nsfw,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,escort,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,hookup,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,sugar daddy,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,sugar baby,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
